UserID,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir
1405,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0
1406,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1407,2,1,1,2,2,1,2,2,0,2,0,0,1,1,0,0,0,0,0
1408,2,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0
1409,1,0,0,2,1,0,1,0,3,4,0,2,1,0,0,0,0,0,0
1411,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1412,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
1413,5,1,1,3,2,0,1,3,1,2,0,1,4,0,0,0,0,0,0
1414,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1415,3,1,1,2,1,0,4,2,3,2,0,0,2,0,0,0,0,0,0
1416,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1418,1,0,0,2,1,2,1,3,0,1,1,1,1,0,0,0,0,0,0
1419,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1420,3,0,0,3,1,2,3,3,1,2,2,1,3,0,0,0,0,0,0
1421,3,0,1,3,1,1,4,2,2,2,0,2,3,2,1,0,0,0,0
1422,3,1,1,7,2,3,7,5,3,3,1,1,3,3,1,0,0,0,0
1423,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
1425,5,1,1,5,1,2,9,5,2,2,2,1,4,2,1,0,1,1,0
1426,4,0,0,6,2,3,5,9,5,8,1,1,5,1,1,0,0,0,0
1427,2,2,2,4,1,1,2,3,3,1,1,2,2,1,0,0,0,0,0
1428,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1429,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
1430,1,0,0,5,1,2,4,1,4,3,0,1,1,1,0,0,0,0,0
1431,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1432,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
1433,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
1434,4,0,0,5,0,0,1,2,0,1,0,0,4,0,0,0,0,0,0
1436,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1437,0,0,0,5,0,0,6,1,1,1,1,0,2,2,0,0,0,1,0
1438,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1440,0,0,0,1,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0
1441,1,0,0,3,1,1,0,2,0,1,0,0,2,0,0,0,0,0,0
1442,1,1,1,2,1,1,3,2,2,1,3,0,4,1,2,0,1,0,0
1443,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1446,1,0,0,1,0,1,0,3,0,2,0,1,2,0,0,0,0,0,0
1447,8,1,1,5,1,3,2,8,4,9,2,2,7,0,0,0,0,0,1
1448,5,0,0,7,1,5,4,9,3,6,0,1,2,0,0,0,0,0,0
1449,11,3,5,9,4,3,9,11,2,3,1,1,6,2,0,0,0,0,0
1450,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1451,3,1,1,8,3,2,9,8,6,4,1,0,2,1,1,0,1,0,0
1454,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1455,2,0,0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
1456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1457,1,0,0,5,0,3,3,4,3,6,1,1,3,2,0,0,0,0,1
1458,1,0,0,4,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0
1460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,1,0,0,2,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0
1462,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1463,2,0,0,1,1,1,1,2,0,2,0,0,2,0,0,0,0,0,0
1464,1,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,0,0
1465,4,0,0,4,1,2,1,3,1,3,0,1,3,0,0,0,0,0,1
1466,1,0,0,2,0,3,2,3,1,2,0,1,2,0,0,0,0,0,0
1467,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1468,0,0,0,2,0,0,1,3,0,1,2,0,2,0,0,0,0,0,0
1469,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1470,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0
1471,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0
1472,3,2,2,4,4,4,5,2,1,0,0,1,1,0,2,0,2,0,0
1473,4,0,0,1,0,1,2,8,1,6,0,1,3,0,0,0,0,0,0
1474,3,0,0,2,1,1,3,2,1,2,2,1,3,0,0,0,0,0,0
1475,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0
1476,0,1,1,2,1,2,2,1,1,0,0,0,0,0,1,0,1,0,0
1480,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1481,2,0,0,0,0,0,4,1,1,3,2,0,3,0,0,0,0,1,0
1482,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1483,5,0,1,3,2,2,3,3,0,1,0,0,3,0,0,0,0,0,0
1484,2,1,1,5,2,2,4,3,2,2,0,0,1,1,0,0,0,0,0
1485,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1487,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1489,7,1,1,4,2,1,4,7,1,1,0,1,3,2,2,0,0,1,0
1490,2,0,0,0,0,0,2,4,0,2,0,1,2,0,0,0,0,0,0
1491,1,1,0,3,0,2,4,2,2,0,0,0,0,0,1,0,0,0,0
1492,2,0,0,0,0,1,2,1,1,1,0,1,2,0,0,0,0,0,0
1493,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1494,2,1,1,4,1,0,0,4,1,1,0,0,2,0,2,0,0,0,0
1495,1,0,0,2,0,0,3,2,1,3,0,0,3,0,0,0,0,0,0
1496,6,0,1,8,1,1,2,8,1,2,0,1,6,0,0,0,0,0,0
1497,4,0,0,0,0,0,4,8,1,3,0,0,4,1,0,0,0,1,0
1498,2,0,0,2,1,2,4,1,1,1,0,1,0,0,0,0,0,0,1
1499,2,0,0,3,0,2,2,4,1,4,0,0,1,0,0,0,0,0,0
1500,3,0,0,5,2,1,1,3,0,1,0,0,1,0,0,0,0,0,0
1501,2,0,0,4,1,1,5,4,2,3,1,0,2,1,0,0,1,0,0
1502,1,0,0,0,0,1,1,5,1,4,0,0,3,0,0,0,0,0,0
1503,6,1,0,7,1,1,5,4,3,5,0,1,3,3,1,0,0,0,0
1504,2,0,0,1,0,1,1,3,1,2,0,0,3,0,0,0,0,0,0
1505,3,0,1,4,3,2,3,1,0,1,0,0,1,0,1,0,0,0,0
1506,2,1,1,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
1507,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
1509,3,0,0,0,0,0,0,3,0,2,0,1,2,0,0,0,0,0,0
1511,0,0,0,0,0,1,3,2,2,1,0,0,0,1,0,0,0,0,0
1512,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1513,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0
1514,1,0,1,0,0,0,1,2,0,2,1,0,4,0,0,0,0,0,0
1516,4,0,0,3,2,5,3,6,1,4,0,0,1,0,1,0,0,0,0
1517,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
1518,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1519,0,0,0,0,0,0,3,1,0,1,2,1,0,1,0,0,0,0,0
1521,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1523,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1524,2,0,0,1,1,2,4,5,0,3,2,1,3,1,0,0,0,0,0
1525,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1527,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
1528,0,0,0,0,0,1,2,0,0,1,2,0,1,0,0,0,0,0,0
1529,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1530,2,0,1,5,1,2,6,4,2,1,0,0,2,1,0,0,0,0,0
1531,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1532,0,1,0,5,1,1,3,0,0,0,0,0,0,2,1,0,0,0,0
1533,2,0,0,0,0,0,1,2,0,1,1,1,2,0,0,0,0,0,0
1534,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1535,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1536,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1537,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1538,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1539,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1540,3,1,3,2,2,0,1,1,1,0,0,1,0,1,1,0,0,0,0
1541,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1542,4,2,2,2,2,1,3,4,3,3,1,1,2,1,1,0,2,0,0
1543,0,0,0,1,1,1,2,1,2,3,0,2,0,1,0,0,0,0,0
1544,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0
1545,2,0,0,1,0,1,1,3,0,0,2,0,2,0,0,0,0,0,0
1546,2,0,1,11,1,2,4,2,3,2,1,0,1,1,1,0,0,1,0
1547,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0
1548,1,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1549,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1550,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0
1551,0,0,0,3,2,2,3,2,1,2,0,1,0,1,0,0,0,0,0
1552,1,1,1,2,3,3,5,4,2,4,0,0,1,0,1,0,1,0,0
1553,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1554,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0
1555,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
1556,0,1,1,2,0,1,1,1,1,2,0,1,0,1,0,0,0,0,1
1557,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1558,3,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0
1559,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1560,0,0,0,0,0,1,2,2,0,4,1,1,1,0,0,0,0,0,0
1561,0,0,0,2,0,2,3,0,1,2,0,1,0,0,0,0,0,0,0
1563,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
1564,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1565,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1567,2,1,1,2,1,2,2,2,1,2,0,1,2,0,0,0,0,0,0
1568,0,0,0,2,0,3,3,2,0,1,0,0,2,0,0,0,0,0,0
1569,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
1570,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1
1571,0,0,1,1,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0
1572,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1574,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1575,1,0,0,1,1,0,1,3,1,0,0,0,1,1,0,0,0,0,0
1577,2,0,1,2,0,0,3,2,1,2,0,0,2,0,0,0,0,1,0
1578,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0
1579,7,2,3,12,4,5,14,4,7,4,2,3,2,1,1,0,1,1,1
1580,1,0,0,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0
1581,1,1,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1583,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
1584,5,1,1,8,2,2,5,8,0,5,0,1,4,1,1,0,0,0,0
1585,3,0,0,2,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
1586,5,0,0,5,2,2,5,6,3,5,0,1,4,0,0,0,0,0,0
1587,2,0,0,10,3,7,8,1,2,1,1,0,1,1,0,0,0,1,0
1589,1,0,0,2,0,1,1,2,0,1,0,1,1,1,0,0,0,0,0
1591,1,0,0,7,2,1,2,2,1,1,0,0,1,0,1,0,0,0,0
1592,0,0,0,8,1,2,3,1,1,2,0,0,1,0,0,0,0,0,0
1593,1,1,1,2,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0
1594,2,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1595,2,0,0,1,0,1,1,2,0,1,0,0,2,0,0,0,0,0,0
1596,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1597,3,1,1,3,0,2,5,2,1,3,0,1,2,1,1,0,1,0,0
1598,3,0,0,0,0,0,1,6,1,2,0,0,6,0,0,0,0,0,0
1599,4,1,2,6,5,2,10,4,5,6,3,1,3,2,0,0,0,1,0
1600,4,1,1,3,2,1,4,4,3,3,0,1,3,0,0,0,0,0,0
1601,2,0,0,1,0,1,1,4,0,2,0,0,2,1,0,0,0,0,0
1602,2,1,1,3,1,1,4,1,2,1,2,0,1,2,0,0,0,0,0
1603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1605,0,0,1,3,1,0,4,1,2,1,2,0,1,0,0,0,0,0,0
1606,5,1,1,5,1,0,1,5,1,3,0,2,5,0,0,0,0,1,0
1607,3,0,0,5,0,3,6,0,2,1,0,1,1,0,0,0,0,0,0
1608,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1609,1,1,2,1,1,1,1,2,2,3,0,2,1,0,0,0,0,1,0
1610,1,0,0,0,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0
1611,3,0,0,2,0,2,8,5,3,4,0,0,2,2,1,0,0,0,0
1612,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1613,2,0,2,8,2,5,8,3,4,7,2,2,0,1,1,0,0,0,1
1614,1,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0
1616,4,0,0,3,0,2,2,6,2,3,0,0,2,0,1,0,0,0,0
1617,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
1618,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
1619,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0
1621,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1622,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1623,4,0,0,3,1,0,2,4,0,1,1,0,7,0,0,0,0,0,0
1624,4,0,0,4,1,3,4,8,2,2,2,1,3,1,1,0,0,1,0
1625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1,0,0,2,0,1,2,1,1,1,1,0,2,1,1,0,0,0,0
1627,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1628,8,2,3,6,1,1,6,8,4,6,0,3,3,0,1,0,0,1,0
1629,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1630,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0
1631,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1632,4,0,0,5,1,2,2,6,3,6,1,2,3,0,0,0,0,0,1
1633,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0
1634,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1635,2,0,1,3,1,1,4,5,2,0,2,1,2,2,1,0,0,1,0
1636,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1637,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0
1638,2,1,1,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1639,5,2,3,6,0,0,5,4,1,4,0,0,5,1,1,0,1,1,0
1640,3,0,0,0,0,0,3,7,3,6,0,1,1,0,0,0,0,0,0
1641,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1642,2,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
1643,5,0,0,1,1,1,4,5,3,5,0,2,3,1,0,0,0,0,0
1644,1,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0
1645,4,0,0,5,2,1,2,5,0,2,1,1,1,0,0,0,0,1,0
1646,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1647,6,0,0,7,1,1,5,5,0,3,1,1,5,0,0,0,0,2,0
1648,4,1,1,6,1,2,2,6,2,5,0,1,4,0,1,0,0,1,1
1649,0,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0
1650,0,0,0,2,2,4,6,2,1,4,2,2,2,1,0,0,0,0,0
1653,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0
1655,3,1,2,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
1656,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1657,0,1,1,0,1,2,3,0,2,0,0,0,0,0,1,0,1,0,0
1658,4,0,0,4,3,2,5,6,3,4,1,1,5,0,0,0,0,0,0
1659,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1660,0,0,0,2,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0
1662,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1663,1,0,0,1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0
1664,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1665,4,0,0,2,0,0,4,4,2,4,1,0,8,0,0,0,0,0,0
1666,1,1,1,1,1,0,3,2,1,1,0,0,2,1,0,0,0,0,0
1667,2,0,0,0,0,2,0,5,1,4,1,3,1,0,0,0,0,0,1
1670,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,2,0,1,5,1,1,4,1,2,0,0,0,1,0,0,0,0,0,0
1672,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1673,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1674,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,5,1,1,2,3,2,1,7,2,6,2,1,5,0,1,0,1,1,0
1676,3,1,1,4,2,3,8,6,7,4,2,1,4,0,0,0,0,0,0
1677,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0
1678,3,0,0,3,0,2,2,3,0,1,0,0,4,0,0,0,0,0,0
1679,2,0,0,2,0,2,4,3,1,2,1,1,0,0,0,0,0,0,0
1680,11,2,3,12,4,3,13,11,6,8,3,1,12,3,2,0,1,1,0
1681,1,0,0,3,2,1,2,3,1,1,1,0,3,1,0,0,0,0,0
1682,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1683,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1684,2,0,0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0
1685,3,0,1,3,1,4,7,1,1,2,0,0,3,0,0,0,0,0,0
1686,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1687,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1688,2,1,1,2,0,0,2,2,1,2,0,0,1,0,1,0,0,0,0
1689,3,0,0,0,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0
1690,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1691,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1692,1,0,0,0,0,0,2,2,1,1,0,2,1,1,0,0,0,0,0
1693,3,2,2,6,3,3,6,1,1,3,1,4,3,1,0,0,0,0,0
1694,4,0,0,4,0,2,5,5,1,3,3,1,2,2,0,0,0,0,0
1695,4,1,0,1,0,0,5,6,0,2,0,1,8,1,1,0,0,0,0
1696,1,0,1,2,0,1,7,4,5,4,0,0,5,0,0,0,0,0,0
1697,4,1,1,2,1,1,6,2,4,2,0,2,2,0,0,0,0,1,1
1698,7,1,2,8,6,7,3,8,3,7,1,2,4,1,2,0,0,0,1
1699,2,0,1,6,2,2,1,1,2,2,0,1,2,0,1,0,0,0,1
1700,1,0,1,1,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0
1701,5,1,1,4,1,2,5,3,1,1,1,0,1,2,1,0,1,0,0
1702,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1704,2,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0,0
1705,1,2,2,2,2,4,0,3,0,3,0,0,2,0,1,0,1,0,0
1706,1,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1707,0,0,0,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0
1708,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1709,1,0,0,4,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0
1710,1,0,0,2,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0
1711,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1712,10,1,2,10,6,4,8,7,4,5,0,1,4,1,1,0,0,0,0
1714,6,1,1,6,2,1,1,5,3,4,0,1,4,1,0,0,0,0,1
1715,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1716,1,0,0,1,0,1,4,1,1,3,1,3,2,0,0,0,0,0,0
1717,6,0,0,6,0,2,10,4,3,1,1,0,9,1,0,0,0,1,0
1719,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1720,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1721,0,0,0,4,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0
1722,4,0,0,0,0,0,0,4,1,3,2,0,5,0,0,0,0,0,0
1723,4,0,0,0,0,0,1,4,0,2,0,1,6,0,0,0,0,0,0
1724,2,0,0,1,1,2,7,2,1,1,0,0,2,1,0,0,1,0,0
1725,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1726,2,0,0,2,0,0,3,3,2,0,2,0,2,1,0,0,0,0,0
1727,4,0,0,4,1,0,5,4,3,3,1,0,4,0,0,0,0,1,0
1728,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1729,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1733,3,2,3,7,3,1,7,2,5,4,1,1,2,0,2,0,0,0,0
1735,1,1,0,3,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0
1736,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1737,4,0,0,6,2,4,3,7,1,5,0,0,4,0,0,0,0,0,0
1738,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1739,0,0,1,2,0,0,4,2,1,1,0,1,1,1,0,0,0,0,0
1740,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
1741,4,0,1,1,0,2,5,7,4,6,0,0,6,0,0,0,0,0,0
1742,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1743,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
1744,1,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1745,3,0,0,0,0,0,1,5,0,5,0,3,2,0,0,0,0,0,0
1746,5,1,1,3,1,0,1,4,0,3,0,0,7,0,0,0,0,1,0
1747,2,1,1,5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
1748,8,0,0,4,1,3,4,5,1,6,1,1,3,1,0,0,0,1,0
1749,2,0,0,1,1,0,4,3,1,1,0,2,3,0,0,0,0,0,0
1750,1,0,0,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0
1751,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1752,7,3,3,6,1,2,6,3,1,2,0,0,2,0,1,0,1,0,0
1753,2,0,0,2,2,1,1,5,1,3,0,0,3,0,0,0,0,0,0
1754,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1755,1,0,1,2,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0
1757,2,0,0,2,1,3,3,4,1,4,0,0,1,0,0,0,0,0,0
1758,2,0,1,3,0,1,2,2,2,0,0,0,2,0,0,0,0,0,0
1759,7,1,1,6,1,1,1,6,0,3,0,0,7,0,0,0,0,0,0
1760,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1761,2,0,0,2,1,1,0,1,0,1,0,0,2,0,0,0,0,1,0
1762,1,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0
1763,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1764,5,0,1,3,0,2,2,6,2,5,1,1,4,0,0,0,0,0,0
1765,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1767,3,1,2,2,2,1,8,1,5,4,2,2,4,1,0,0,0,0,0
1768,1,0,1,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1769,2,0,0,4,1,1,3,2,1,2,0,1,1,0,0,0,0,0,0
1770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1772,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1773,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1775,2,0,0,2,1,0,7,3,2,2,0,0,3,1,0,0,0,0,0
1776,3,0,0,2,0,1,3,7,3,5,0,1,3,0,0,0,0,1,0
1777,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1778,2,0,0,0,0,0,1,4,1,3,0,0,1,0,0,0,0,0,0
1779,3,1,1,3,1,0,0,4,2,2,0,0,3,0,0,0,0,0,0
1780,5,1,1,9,3,2,10,12,8,6,3,1,6,1,1,0,0,2,0
1781,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1782,1,1,1,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1783,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1784,0,0,0,1,0,0,1,1,1,3,0,1,2,0,0,0,0,0,0
